head	tail	context	relation_type
C0003009	C0009325	C0027051	Regulation
C0040059	C0021758	C0004096	Increase
C0079280	C1704256	C3714496	Regulation
C0253023	C0015683	C0019189	Binding
C0087071	C0031858	C0019189	Decrease
C0087071	C0031858	C0021053	Increase
C0242643	C0376622	C1140680	Increase
C0381666	C0376622	C1140680	Increase
C0949751	C0376622	C0004997	Decrease
C0949751	C0376622	C0086692	Increase
C0537086	C0376622	C1140680	Increase
C0017837	C0376622	C1140680	Decrease
C0242643	C0290741	C1140680	Increase
C0242643	C0949751	C1140680	Increase
C0290741	C0017837	C1140680	Decrease
C0949751	C0381666	C1140680	Regulation
C0537086	C0949751	C1140680	Increase
C0017837	C0949751	C1140680	Decrease
C0753137	C0537423	C0007134	Decrease
C0537423	C0753137	C1378703	Decrease
C0537423	C0060901	C0007134	Regulation
C0537423	C0060901	C1378703	Decrease
C0079424	C0249880	C0242379	Regulation
C0021760	C0079633	C0008677	Increase
C1704256	C0042071	C0027651	Increase
C0623362	C0007332	C0001430	Increase
C0623362	C0007332	C0001418	Increase
C0021758	C0085295	C0018213	Increase
C0059406	C0085295	C0014072	Decrease
C1413136	C0020063	C0020437	Binding
C1166663	C1413136	C0020437	Binding
C0534628	C0078058	C0003873	Binding
C0078058	C0534628	C0003864	Binding
C0078058	C0534628	C1692886	Binding
C0078058	C0534628	C0029408	Binding
C0019796	C0019800	C3495559	Binding
C0019796	C0003243	C3495559	Binding
C0019800	C0003243	C3495559	Binding
C1420404	C1418819	C3263719	Binding
C0040688	C0079280	C0042133	Binding
C0040688	C1527757	C0042133	Binding
C1527757	C0079280	C0042133	Binding
C0380603	C0079280	C0042133	Binding
C1527757	C0380603	C0042133	Binding
C0021027	C0167627	C0013374	Binding
C0167627	C0021027	C0035921	Binding
C0021027	C0167627	C0042769	Binding
C0007082	C0078058	C0678222	Binding
C0054218	C0020835	C0398738	Binding
C0079904	C1456820	C1527249	Binding
C0079904	C1456820	C0009404	Binding
C1332717	C0003323	C0392514	Binding
C0040160	C0021760	C0018802	Binding
C1456820	C0529196	C0027059	Binding
C1305957	C0010287	C0751530	Binding
C1305957	C0010287	C0340515	Binding
C1305957	C0025746	C0340515	Binding
C1610033	C0021745	C0025202	Binding
C0214743	C0254610	C0018553	Binding
C0034790	C4049922	C0004364	Binding
C0255808	C0041368	C0014072	Binding
C0312402	C0069515	C0600139	Binding
C0069515	C0080055	C0600139	Binding
C0132298	C0027752	C0600139	Decrease
C1456820	C0024320	C0149516	Binding
C1416402	C0021755	C0029456	Binding
C0249880	C0525037	C0206698	Binding
C0527903	C0104998	C0037023	Increase
C0104998	C0527903	C0041349	Regulation
C0104998	C0527903	C0018801	Regulation
C0128897	C0077404	C0151744	Increase
C0015879	C0014822	C0032461	Increase
C0054959	C0167627	C0024121	Increase
C0138741	C0016774	C0600139	Increase
C0169101	C0015683	C0017638	Increase
C1120843	C0015683	C0017638	Increase
C0752312	C0015683	C0017638	Increase
C0015683	C0082529	C0017638	Regulation
C0015683	C0170168	C0017638	Regulation
C0069515	C0078058	C0151779	Regulation
C0525037	C0526999	C1306459	Decrease
C0525037	C0069197	C1306459	Increase
C0665577	C0809183	C0027651	Decrease
C0105770	C0526999	C0750952	Regulation
C0105770	C0753723	C0750952	Regulation
C0079633	C0165519	C0027651	Regulation
C1420806	C0077503	C0027651	Binding
C0387583	C0389003	C0002736	Decrease
C0003372	C0387583	C0002736	Decrease
C1412751	C1539372	C0019163	Decrease
C0172537	C1565860	C0699791	Binding
C0085295	C0299583	C0349410	Decrease
C0171955	C0021701	C0027651	Decrease
C0079280	C0079904	C0027651	Increase
C0022917	C0010287	C0025289	Decrease
C0022917	C0017040	C0025289	Decrease
C0010287	C0017040	C0025289	Decrease
C0006560	C1367673	C3250443	Decrease
C0389071	C0006560	C3250443	Binding
C0006560	C0037107	C3250443	Increase
C2681903	C0006560	C3250443	Decrease
C1367673	C0389071	C3250443	Decrease
C0037107	C1367673	C3250443	Decrease
C2681903	C1367673	C3250443	Decrease
C0037107	C0021641	C3250443	Increase
C2681903	C0021641	C3250443	Decrease
C1334508	C0017626	C0017636	Decrease
C1413243	C0079460	C0025202	Decrease
C0288472	C0050668	C0699791	Decrease
C0288472	C0101389	C0699791	Decrease
C1420701	C0072523	C0348893	Binding
C1420701	C0072523	C0038358	Binding
C1420701	C0072523	C0017154	Binding
C0007332	C0166059	C1527249	Regulation
C0147080	C0055673	C0016059	Binding
C0021665	C0040160	C0028754	Increase
C0025746	C0010287	C0948089	Binding
C0108801	C0021641	C3263719	Increase
C0055538	C0023822	C0036916	Binding
C0014822	C1416867	C0017181	Decrease
C1702299	C0078058	C0025202	Binding
C0021745	C0108789	C0002395	Decrease
C0021745	C0085379	C0013595	Increase
C0169665	C0111429	C2239176	Binding
C0257535	C0010656	C0027651	Binding
C0056695	C1456820	C0242184	Increase
C0021760	C0172537	C0017636	Increase
C0021760	C0172537	C0017638	Decrease
C0389252	C0015491	C0007097	Decrease
C0111429	C0174680	C0279626	Decrease
C0026900	C0105421	C0027651	Binding
C0026900	C0023139	C0027651	Binding
C0010287	C3538889	C0948089	Binding
C0025746	C3538889	C0948089	Binding
C0085295	C0021758	C0008495	Binding
C0085295	C1456820	C0008495	Binding
C0967254	C0904258	C0023418	Binding
C0021665	C0037663	C0266526	Binding
C0020855	C0020856	C0009402	Binding
C0020852	C0020855	C0009402	Binding
C0020852	C0020856	C0009402	Binding
C0020852	C0020856	C0027651	Binding
C0127306	C0971008	C0393706	Binding
C0127306	C0080055	C0585442	Binding
C0971008	C0080055	C0393706	Binding
C0021759	C0021758	C0027430	Decrease
C0029282	C0752312	C3263719	Binding
C0919534	C0673024	C0699885	Binding
C0256022	C1458146	C0027651	Decrease
C0001899	C0019167	C0019693	Binding
C1138422	C0054961	C0026764	Decrease
C0021760	C0015683	C0018802	Binding
C0002199	C0040341	C0027651	Binding
C1366477	C0003323	C0279702	Binding
C0079419	C0080055	C0035412	Binding
C0380093	C1419288	C0035335	Binding
C1456820	C0059385	C0175697	Binding
C0021755	C0041368	C0004610	Binding
C0143466	C0021755	C3263719	Binding
C1419388	C0080055	C0007099	Binding
C0021641	C0245109	C0027651	Binding
C0037663	C0038432	C0011881	Binding
C0245109	C0021755	C0015397	Binding
C0108748	C0108779	C0023473	Regulation
C0389252	C4308013	C0027666	Binding
C0389252	C0812260	C0027666	Binding
C0040162	C0037663	C0033375	Binding
C1617068	C0021760	C0175697	Increase
C0069515	C0034802	C3263719	Binding
C3542407	C0078058	C0265783	Regulation
C0138318	C0040162	C0038436	Decrease
C0019046	C0079280	C0220769	Decrease
C0015525	C0003438	C0151942	Decrease
C1136310	C1332717	C1384494	Regulation
C1332717	C0003323	C1384494	Regulation
C1332717	C0125090	C1384494	Regulation
C1332717	C0385242	C1384494	Regulation
C1136310	C0003323	C1384494	Regulation
C1136310	C0125090	C1384494	Regulation
C1136310	C0385242	C1384494	Regulation
C0125090	C0003323	C1384494	Regulation
C0003323	C0385242	C1384494	Regulation
C0125090	C0385242	C1384494	Regulation
C0003009	C0078058	C1845050	Binding
C0040018	C0033706	C0948089	Regulation
C0080055	C0007427	C0279626	Regulation
C0080055	C0007427	C0007097	Regulation
C0063695	C0128897	C0017181	Regulation
C0078056	C0128897	C0017181	Regulation
C0018062	C0021760	C1861455	Binding
C0054949	C0020861	C0009447	Decrease
C0054949	C0020843	C0009447	Decrease
C0132555	C0079281	C0242973	Regulation
C1414121	C1417050	C0600139	Binding
C1414121	C1417050	C1306459	Binding
C0759368	C1417050	C1306459	Binding
C0759368	C1417050	C0600139	Binding
C1414121	C0759368	C1306459	Binding
C1414121	C0759368	C0600139	Binding
C0138741	C0123707	C1306459	Binding
C0006560	C0123707	C1306459	Regulation
C0021641	C2936824	C0017097	Increase
C0072108	C0247771	C0027651	Regulation
C0080058	C0206364	C1306459	Regulation
C0600388	C0206364	C0027651	Regulation
C0600388	C0206364	C1306459	Regulation
C0080058	C0600388	C0027651	Binding
C0059285	C0217843	C0004153	Regulation
C0059285	C0218584	C0004153	Regulation
C0218584	C0217843	C0004153	Regulation
C1518827	C1312062	C3263719	Regulation
C0068655	C0064830	C0398738	Regulation
C0064830	C0913641	C0398738	Regulation
C0011185	C0041368	C0021376	Regulation
C0011185	C0021760	C0021376	Regulation
C0011185	C0041368	C0021390	Regulation
C0108779	C0015683	C0238339	Regulation
C0054946	C0015683	C0238339	Regulation
C0108799	C0015683	C0238339	Regulation
C0208804	C0015683	C0238339	Regulation
C4042483	C0219474	C0238339	Increase
C4042483	C0015683	C0238339	Regulation
C0219474	C0015683	C0238339	Regulation
C0015683	C3178655	C0238339	Regulation
C0000379	C0038838	C0151744	Binding
C0079424	C0080113	C0005967	Increase
C0127306	C0080055	C0005967	Decrease
C0812204	C0019652	C1306459	Increase
C0040160	C0021965	C0178468	Increase
C0021965	C0040160	C0018213	Increase
C1509244	C0041368	C0035305	Increase
C0041368	C1419141	C0035305	Decrease
C0041368	C0079280	C0035305	Decrease
C0037668	C0041368	C0035305	Decrease
C0001899	C0376147	C0019163	Increase
C0019168	C0376147	C0019163	Increase
C0376147	C0019168	C0019196	Decrease
C0080113	C0249880	C0302592	Increase
C0021753	C0085295	C0041296	Increase
C0600251	C0021753	C0041296	Decrease
C0021753	C1416395	C0041296	Increase
C1699802	C0085295	C0041296	Increase
C1699802	C0600251	C0041296	Increase
C1699802	C1416395	C0041296	Increase
C0085295	C0600251	C0041296	Decrease
C1416395	C0085295	C0041296	Binding
C1416395	C0600251	C0041296	Decrease
C0068613	C0245382	C0027651	Binding
C0172537	C0245382	C0027651	Decrease
C0165519	C0245382	C0027651	Decrease
C0019167	C0019168	C0221023	Regulation
C0312631	C0019168	C0221023	Binding
C0369334	C0019168	C0221023	Binding
C0019167	C0312631	C0221023	Increase
C0312631	C0369334	C0221023	Binding
C0252194	C0079091	C0023467	Binding
C1413096	C0108789	C0023467	Increase
C0017757	C0034348	C0023418	Decrease
C0034348	C0017757	C0265219	Increase
C1418504	C0034348	C0023418	Increase
C1418504	C0034348	C0265219	Increase
C0752312	C0033634	C0280100	Increase
C0525037	C1413292	C0678222	Increase
C0809183	C1413292	C0678222	Increase
C0292198	C1413292	C0678222	Increase
C0037663	C0033371	C0032460	Binding
C0016424	C0037663	C0032460	Increase
C0032183	C1335239	C0023473	Increase
C0018061	C0018062	C0206698	Increase
C0079633	C0021760	C3714660	Binding
C0037663	C0021641	C0155765	Increase
C0037663	C1337112	C0155765	Increase
C0033634	C0022917	C0032580	Increase
C0123759	C0040690	C0041296	Binding
C0062524	C0019168	C0019163	Regulation
C0001655	C0034790	C0162309	Increase
C0038838	C0023776	C1956346	Increase
C0027803	C0018909	C0027651	Increase
C0138741	C0002199	C0600139	Decrease
C0169665	C1332737	C2937421	Decrease
C0027481	C0032200	C0242184	Increase
C0068895	C0072108	C0678222	Increase
C0007427	C0072108	C0678222	Increase
C0068895	C0242957	C0678222	Increase
C0007427	C0068895	C0678222	Increase
C1138422	C1570610	C2239176	Increase
C0212908	C1570610	C2239176	Increase
C0021760	C1456820	C1850109	Regulation
C0041368	C0021756	C0024141	Decrease
C0017626	C0032923	C0205770	Increase
C0379275	C0166417	C0242339	Binding
C0080055	C0069515	C1333190	Binding
C0069515	C0080055	C0238339	Binding
C0069515	C0080055	C1334811	Binding
C0069515	C0034802	C0238339	Binding
C0174680	C0249197	C0001418	Decrease
C1415825	C4285347	C0699885	Binding
C1415825	C4285347	C0027651	Binding
C0166417	C1456820	C0175697	Binding
C0023822	C0006560	C0332568	Binding
C0016006	C0023822	C0332568	Binding
C0085201	C0023822	C0332568	Binding
C0006560	C0023824	C0332568	Binding
C0023824	C0016006	C0332568	Binding
C0085201	C0023824	C0332568	Binding
C0085201	C0006560	C0332568	Binding
C0016006	C0085201	C0332568	Binding
C0249880	C0288472	C0002448	Decrease
C1570610	C0243982	C0027651	Decrease
C0079460	C0128897	C0264716	Binding
C1456820	C0021760	C0037315	Regulation
C0148199	C1334306	C0302592	Regulation
C0021760	C0041368	C0151744	Binding
C0027021	C0054968	C1961102	Binding
C0024320	C0085295	C0009324	Regulation
C0015683	C0162833	C0009324	Binding
C1332717	C0015683	C0009324	Binding
C0015683	C0003323	C0009324	Binding
C0040238	C1415375	C1832200	Binding
C1415375	C0040238	C0151779	Binding
C1325331	C0085295	C0026764	Binding
C1325331	C0083031	C0026764	Regulation
C1325331	C0021761	C0026764	Regulation
C0085295	C0021761	C0026764	Regulation
C0079785	C0125090	C0023473	Regulation
C0079717	C0079785	C0023473	Regulation
C0079785	C0075742	C0023473	Regulation
C0075742	C0079717	C0023473	Regulation
C0069906	C0017837	C0699791	Increase
C0286983	C0812444	C2937421	Binding
C0021760	C1527598	C0026764	Binding
C1527598	C0253050	C0026764	Regulation
C1527598	C0108969	C0026764	Binding
C0034790	C0017351	C0024305	Binding
C0140279	C4281814	C0600139	Regulation
C0010868	C0017151	C1306460	Binding
C1366582	C0017151	C1306460	Binding
C0017151	C1565860	C1306460	Regulation
C0021745	C0021747	C0002395	Increase
C0029007	C0072108	C2239176	Regulation
C0029007	C0288472	C2239176	Regulation
C0029007	C0019168	C2239176	Regulation
C0299583	C0014822	C0017181	Binding
C0033384	C0127082	C0699791	Regulation
C0033384	C0172537	C0699791	Regulation
C0537086	C0949751	C0699791	Increase
C0144555	C0080245	C0024408	Regulation
C0144555	C0056695	C0024408	Regulation
C0144555	C0256079	C0024408	Regulation
C1456820	C0063695	C0023467	Decrease
C0764430	C0039902	C0796021	Regulation
C1419024	C1419021	C1859308	Regulation
C1538265	C3887684	C0023467	Regulation
C0023610	C0023607	C0342384	Binding
C0078058	C0079633	C0029927	Binding
C0078058	C0079633	C0029925	Binding
C0305052	C0020852	C0085278	Binding
C3273598	C0812265	C0678222	Binding
C0069515	C3273598	C0678222	Binding
C0164786	C0812265	C0678222	Decrease
C0021759	C0021757	C0023895	Binding
C0021759	C0250604	C0023895	Decrease
C0021759	C0072978	C0023895	Decrease
C0021757	C0079460	C0023895	Binding
C0250604	C0021757	C0023895	Binding
C0021757	C0072978	C0023895	Decrease
C0079460	C0250604	C0023895	Decrease
C0079460	C0072978	C0023895	Decrease
C0040018	C0040048	C0085209	Binding
C0174680	C0173532	C0281361	Binding
C0068613	C1420562	C0678222	Binding
C0103404	C0242957	C0699791	Decrease
C0016016	C0040690	C0239946	Binding
C0014239	C4044495	C0678222	Decrease
C0069515	C0080055	C0302592	Decrease
C0002210	C0019166	C2239176	Decrease
C0291573	C0245662	C0017181	Binding
C0667830	C0245662	C0017181	Binding
C0245662	C4042483	C0017181	Binding
C0245662	C0219472	C0017181	Binding
C0245662	C0219474	C0017181	Binding
C0080055	C0664336	C0001430	Decrease
C0664336	C0054953	C0001430	Decrease
C0664336	C0004434	C0001430	Decrease
C0664336	C0005575	C0001430	Decrease
C0664336	C0027021	C0001430	Binding
C0253023	C1414231	C0017181	Binding
C0003323	C0021745	C0017152	Binding
C0021745	C0108790	C0017152	Binding
C0032140	C0042071	C0406500	Decrease
C0032140	C0071216	C0406500	Decrease
C0032143	C0042071	C0406500	Decrease
C0071216	C0042071	C0406500	Binding
C0032143	C0071216	C0406500	Binding
C0003323	C0125090	C0001175	Binding
C0380603	C0063695	C2215101	Binding
C0108748	C0054952	C0008626	Binding
C0108748	C0054952	C0265219	Binding
C0108773	C0054952	C0008626	Binding
C0108773	C0054952	C0265219	Binding
C0108748	C0108773	C0008626	Binding
C0108773	C0108748	C0265219	Binding
C0164371	C3178655	C0007097	Regulation
C0063695	C0669365	C0027651	Binding
C0019166	C0537086	C0019159	Binding
C0537086	C0019166	C0019189	Decrease
C0078058	C0125946	C1140680	Binding
C0125946	C0078058	C0027651	Binding
C1456820	C0015683	C0699885	Binding
C1539477	C0015683	C0699885	Binding
C0172537	C3178655	C0677886	Binding
C3178655	C0165519	C0029925	Binding
C0008169	C0023776	C0152451	Binding
C0023776	C0214788	C0152451	Binding
C0008169	C0214788	C0152451	Binding
C0022709	C2362049	C0011881	Binding
C0069515	C4044495	C0678222	Binding
C4044495	C0069515	C1306459	Binding
C0034802	C0253050	C0162810	Binding
C1414231	C1366477	C0699791	Binding
C1414231	C1366477	C0027651	Binding
C0085295	C0021758	C0035222	Binding
C0021758	C0214743	C0035222	Binding
C0021758	C0214743	C0242966	Binding
C0085295	C0214743	C0035222	Binding
C0214743	C0085295	C0242966	Binding
C1456820	C0021753	C2004435	Binding
C0018062	C0000530	C0235250	Binding
C0077401	C0060095	C1442837	Binding
C0812309	C1311255	C2239176	Binding
C0006631	C0138741	C0600139	Binding
C0006631	C0302052	C0600139	Binding
C0299583	C0035094	C0149721	Binding
C0021641	C0299583	C0149721	Binding
C0021641	C0033362	C0149721	Binding
C0164786	C0752312	C0340861	Binding
C1515406	C0167627	C0085110	Binding
C1417835	C0167627	C0085110	Binding
C0919534	C1442881	C1527249	Binding
C0033634	C0257291	C0035309	Binding
C0054943	C0078112	C1306459	Binding
C0165519	C0027215	C0678222	Binding
C0078058	C0165519	C2939420	Binding
C0030306	C0162745	C0003873	Binding
C0162745	C0030306	C0029408	Binding
C0017824	C0030306	C0003873	Binding
C0017824	C0030306	C0029408	Binding
C0162745	C0017824	C0003873	Binding
C0162745	C0017824	C0029408	Binding
C1522552	C0172537	C0476089	Binding
C1522552	C0165519	C0476089	Binding
C0096069	C4082284	C0008525	Binding
C0020835	C0068613	C0022658	Regulation
C0010763	C1412335	C2239176	Decrease
C0105770	C0080055	C0878500	Binding
C0072108	C0105770	C1302401	Binding
C0105770	C0072108	C0878500	Binding
C0072108	C0105770	C1306459	Binding
C1515370	C0015683	C0007097	Binding
C1515370	C0015683	C0279672	Binding
C0021755	C1424250	C0409818	Binding
C0015683	C0253023	C0265219	Increase
C0006560	C1367673	C0001339	Binding
C0165519	C0172537	C0017601	Decrease
C0172537	C1522552	C0017601	Decrease
C3178655	C0172537	C0017601	Decrease
C3178655	C1522552	C0017601	Decrease
C0282587	C0063695	C0280141	Binding
C0063695	C0282587	C0023418	Binding
C0078056	C0282587	C0280141	Binding
C0282587	C0078056	C0023418	Binding
C0282587	C0035379	C0280141	Binding
C0282587	C0035379	C0023418	Binding
C0282587	C1414370	C0280141	Binding
C1414370	C0282587	C0023418	Binding
C0063695	C0078056	C0280141	Binding
C0035379	C0063695	C0280141	Binding
C0035379	C0063695	C0023418	Binding
C0063695	C1414370	C0280141	Binding
C1414370	C0063695	C0023418	Binding
C0035379	C0078056	C0023418	Binding
C1414370	C0078056	C0280141	Binding
C1414370	C0078056	C0023418	Binding
C1414370	C0035379	C0023418	Binding
C0080055	C0812204	C0008373	Binding
C0003009	C0022709	C1306459	Binding
C0003009	C0022709	C0346647	Binding
C0526999	C2984172	C1527249	Binding
C1456820	C1522540	C0018553	Binding
C0020861	C0021758	C0010674	Binding
C0085828	C1423891	C0017097	Binding
C1413520	C1412228	C1135993	Binding
C0003323	C0041368	C0751781	Binding
C0041368	C0007507	C0751781	Binding
C0054961	C0108747	C2981142	Binding
C0108747	C0054961	C0027019	Binding
C0054953	C0054961	C2981142	Binding
C0054953	C0054961	C0027019	Binding
C0054954	C0054961	C2981142	Binding
C0054954	C0054961	C0027019	Binding
C0054961	C0075742	C2981142	Binding
C0075742	C0054961	C0027019	Binding
C0108801	C0054961	C2981142	Binding
C0108801	C0054961	C0027019	Binding
C0054961	C0019764	C2981142	Binding
C0054961	C0019764	C0027019	Binding
C1136310	C0054961	C2981142	Binding
C0054961	C1136310	C0027019	Binding
C0054961	C0054943	C2981142	Binding
C0054961	C0054943	C0027019	Binding
C0054952	C0054961	C2981142	Binding
C0054952	C0054961	C0027019	Binding
C0054961	C1419276	C2981142	Binding
C0054961	C1419276	C0027019	Binding
C0054953	C0108747	C2981142	Binding
C0108747	C0054954	C2981142	Binding
C0075742	C0108747	C2981142	Binding
C0108801	C0108747	C2981142	Binding
C0108747	C0019764	C2981142	Binding
C0054954	C0054953	C2981142	Binding
C0054953	C0054954	C0027019	Binding
C0075742	C0054953	C2981142	Binding
C0054953	C0108801	C2981142	Binding
C0108801	C0054953	C0027019	Binding
C0019764	C0054953	C2981142	Binding
C1136310	C0054953	C2981142	Binding
C0054953	C0054943	C2981142	Binding
C0054953	C0054952	C2981142	Binding
C1419276	C0054953	C2981142	Binding
C0075742	C0054954	C2981142	Binding
C0054954	C0075742	C0027019	Binding
C0054954	C0108801	C2981142	Binding
C0054954	C0108801	C0027019	Binding
C0054954	C0019764	C2981142	Binding
C0054954	C0019764	C0027019	Binding
C1136310	C0054954	C2981142	Binding
C0054954	C0054943	C2981142	Binding
C0054952	C0054954	C2981142	Binding
C1419276	C0054954	C2981142	Binding
C0075742	C0108801	C2981142	Binding
C0075742	C0108801	C0027019	Binding
C0019764	C0075742	C2981142	Binding
C1136310	C0075742	C2981142	Binding
C0075742	C0054943	C2981142	Binding
C0075742	C0054952	C2981142	Binding
C1419276	C0075742	C2981142	Binding
C0108801	C0019764	C2981142	Binding
C0108801	C0019764	C0027019	Binding
C1136310	C0108801	C2981142	Binding
C0108801	C0054943	C2981142	Binding
C0054952	C0108801	C2981142	Binding
C0108801	C1419276	C2981142	Binding
C0019764	C1136310	C2981142	Binding
C1136310	C0019764	C0027019	Regulation
C0054943	C0019764	C2981142	Binding
C0054943	C0019764	C0027019	Regulation
C0019764	C0054952	C2981142	Binding
C0054952	C0019764	C0027019	Regulation
C0019764	C1419276	C2981142	Binding
C0054943	C1136310	C0027019	Binding
C0054952	C1136310	C0027019	Binding
C0054943	C0054952	C0027019	Regulation
C0665577	C0288472	C0004114	Binding
C0249197	C0169665	C0262401	Binding
C0249197	C0249880	C0262401	Binding
C0169665	C0249880	C0262401	Binding
C1522552	C0080222	C0239946	Binding
C1522552	C0080222	C0019189	Binding
C1370369	C0034809	C0038436	Binding
C0019046	C0019941	C0018553	Binding
C0080113	C0879290	C0024299	Binding
C0021760	C0380603	C0017097	Binding
C0021760	C0380603	C1850109	Binding
C0021760	C0380603	C0242852	Binding
C0078058	C0021665	C1845050	Binding
C0080058	C0080055	C0684249	Binding
C0246321	C1136111	C0585442	Binding
C0754091	C1136111	C0585442	Binding
C0386040	C1136111	C0585442	Binding
C0246321	C0754091	C0585442	Binding
C0386040	C0246321	C0585442	Binding
C0386040	C0754091	C0585442	Binding
C0014822	C0059570	C0678222	Binding
C0059570	C0014822	C1458155	Binding
C1335822	C0021760	C0023434	Binding
C0005149	C0021760	C0023434	Binding
C0665341	C0078058	C0678222	Binding
C1456820	C0145779	C0011880	Binding
C1415556	C0076726	C0678222	Binding
C0380603	C0051844	C0023467	Increase
C0245109	C0079633	C0243026	Binding
C0243982	C0054950	C0206180	Binding
C0054950	C0243982	C0206182	Binding
C0080113	C0249880	C1266065	Binding
C1417510	C0002199	C0019196	Increase
C0038838	C0038432	C0011849	Regulation
C0172537	C0623362	C0220756	Binding
C0623362	C0165519	C0220756	Decrease
C0165519	C0172537	C0220756	Increase
C0249880	C0288472	C0220756	Increase
C0063695	C0076560	C0024534	Increase
C0076560	C0078056	C0024534	Decrease
C0290741	C0949751	C0149978	Increase
C0001044	C0038615	C0394005	Increase
C0083298	C0134835	C3250443	Decrease
C0038838	C0000379	C1857230	Increase
C0290741	C0376622	C0268381	Binding
C0079281	C0006669	C0023890	Decrease
C0021760	C1539477	C0018802	Increase
C1539477	C1456820	C0018802	Regulation
C0015683	C1515370	C1527349	Increase
C0040690	C0034802	C0027070	Binding
C0034802	C0040690	C0334699	Increase
C0019764	C0063695	C0022568	Binding
C0249880	C0174680	C1851710	Increase
C0249880	C0080113	C1851710	Binding
C0174680	C0080113	C1851710	Increase
C0040160	C0033371	C0346308	Increase
C0021641	C0037663	C1306459	Increase
C1121402	C1429778	C0175697	Increase
C1417008	C0211705	C3263719	Regulation
C0257535	C1417008	C3263719	Decrease
C0872265	C1334475	C3263719	Binding
C0174680	C0080058	C0027651	Binding
C0081942	C0063695	C3887461	Decrease
C0023821	C0023823	C0376297	Binding
C0021641	C0037668	C0032460	Regulation
C0245109	C1504688	C0009324	Increase
C0003595	C1414073	C0002395	Increase
C0020846	C0059385	C0013595	Decrease
C0020846	C0059386	C0013595	Decrease
C0115305	C0063695	C0021390	Increase
C0079460	C0752312	C0027651	Binding
C0015683	C0007507	C0027651	Increase
C2002434	C0214222	C0027651	Decrease
C0162596	C0015501	C0032580	Decrease
C0056331	C1417092	C0175697	Increase
C0054964	C0174680	C0024299	Binding
C1456820	C0623362	C0175697	Increase
C0528860	C0385939	C0235974	Increase
C0529119	C0385939	C0235974	Increase
C0529119	C0528860	C0235974	Increase
C0040162	C1419003	C0175697	Increase
C0079633	C0078058	C0032580	Increase
C0077451	C1332002	C0678222	Binding
C0042071	C0030190	C0017181	Regulation
C0080055	C1425248	C0699791	Regulation
C0078058	C0380603	C1861453	Regulation
C0020835	C0162596	C0024141	Binding
C1332737	C0169665	C0021670	Regulation
C0206364	C0812241	C0023467	Binding
C0257535	C1442514	C0027651	Binding
C0257535	C0041368	C0022116	Binding
C0021753	C0257535	C0022116	Binding
C0021753	C1442514	C0027651	Binding
C0021753	C0041368	C0022116	Binding
C0041368	C0257535	C1290402	Binding
C0257535	C0041368	C0151744	Binding
C0021753	C0257535	C1290402	Binding
C0257535	C0021753	C0151744	Binding
C0257535	C1120843	C1290402	Binding
C1120843	C0257535	C0151744	Binding
C0021753	C0041368	C1290402	Binding
C0041368	C0021753	C0151744	Binding
C0041368	C1120843	C0022116	Binding
C1120843	C0041368	C0151744	Binding
C1120843	C0021753	C0022116	Binding
C0021753	C1120843	C1290402	Binding
C0021753	C1120843	C0151744	Binding
C1143767	C1332814	C0010068	Binding
C3539602	C1415790	C0027651	Binding
C1415790	C3539602	C0178874	Binding
C1418752	C1335591	C0027651	Binding
C1334860	C1835921	C0677886	Binding
C1334860	C1428889	C0677886	Binding
C1428889	C1835921	C0677886	Binding
C1835921	C1538736	C0677886	Binding
C1538736	C1428889	C0677886	Binding
C0041455	C0312399	C0017181	Binding
C0312399	C3899952	C0017181	Binding
C0082529	C0752312	C0156259	Binding
C0600388	C0752312	C0156259	Binding
C0123658	C0752312	C0156259	Binding
C1312062	C0752312	C0156259	Binding
C4087029	C0671771	C0242350	Binding
C0671771	C4087029	C0018674	Binding
C0003011	C0034787	C0027051	Increase
C0700620	C0003011	C0027051	Regulation
C0003011	C0009325	C0027051	Regulation
C0003011	C0009325	C0553980	Regulation
C0108793	C0054966	C1527249	Regulation
C0108793	C0054966	C1302401	Regulation
C0054966	C0285488	C1527249	Regulation
C0054966	C0285488	C1302401	Regulation
C0077404	C0022917	C0155626	Binding
C0022709	C0054015	C0018802	Binding
C0023824	C0021641	C3250443	Binding
C0003593	C0023821	C0000744	Increase
C0079280	C0021641	C1306459	Regulation
C0003805	C0021641	C1306459	Regulation
C0003805	C0021665	C1306459	Regulation
C0003805	C0021666	C1306459	Regulation
C0079280	C0003805	C1306459	Regulation
C0004434	C0034131	C0041296	Regulation
C0005575	C0034131	C0041296	Regulation
C0027021	C0034131	C0041296	Regulation
C0663655	C0034131	C0041296	Regulation
C0003323	C0108773	C0011854	Regulation
C1332717	C0108773	C0011854	Regulation
C0003323	C1332717	C0011854	Binding
C1422619	C0083017	C0221023	Regulation
C0037663	C0033371	C0016053	Binding
C0037657	C0071189	C0015934	Regulation
C0037657	C0071189	C0349489	Regulation
C0071189	C0021665	C0349489	Regulation
C0071189	C0123257	C0015934	Decrease
C0123257	C0071189	C0349489	Regulation
C0081942	C0063695	C0026764	Regulation
C0010132	C0023832	C0003873	Regulation
C0079281	C0022709	C0036421	Regulation
C0079281	C0022709	C0042974	Regulation
C0084219	C0812307	C0023418	Binding
C0079184	C0385333	C0004114	Binding
C0072108	C0623362	C0751674	Binding
