head	tail	context	relation_type
C0164371	C1456820	C0027651	Binding
C3539768	C1456820	C0029408	Decrease
C1456820	C3539768	C0003873	Increase
C3539768	C0021760	C0027651	Decrease
C0021027	C0020861	C0019693	Binding
C0021027	C0020835	C0019693	Binding
C0020843	C0021027	C0019693	Binding
C0031858	C0021027	C0018553	Binding
C0020852	C0031858	C0018553	Binding
C0020835	C0020861	C0019693	Binding
C0031858	C0020861	C0018553	Binding
C0020835	C0031858	C0018553	Binding
C0020843	C0031858	C0018553	Binding
C0009630	C0031858	C0018553	Binding
C0023816	C0023764	C0028754	Decrease
C0021641	C0019046	C0730345	Regulation
C0080055	C0597519	C0027651	Binding
C0108779	C0003323	C1306459	Binding
C1332717	C0003323	C0007134	Binding
C0079419	C0080055	C0699791	Binding
C0034677	C0079419	C0027651	Decrease
C0079460	C0021755	C0333516	Decrease
C0021755	C0021747	C0333516	Binding
C0079633	C0021747	C0027686	Binding
C0079460	C0021756	C0333516	Binding
C0021756	C0031858	C0333516	Binding
C0021757	C0079460	C0333516	Binding
C0041368	C0021740	C0333516	Regulation
C0078058	C0148199	C1306459	Binding
C0009630	C0031858	C0432215	Regulation
C1456820	C0035094	C0018802	Binding
C0033634	C0010531	C0524528	Regulation
C0030190	C0016006	C0151744	Increase
C0027078	C0042666	C0027651	Binding
C0312631	C0019168	C0042769	Binding
C0079280	C0242275	C0017638	Regulation
C0020852	C0020835	C0017181	Binding
C0005210	C0021641	C0028754	Increase
C0021641	C0001655	C0028754	Regulation
C0050486	C0023823	C0265493	Binding
C0023823	C0050486	C0018553	Binding
C0021641	C0037659	C0011849	Binding
C0812246	C0021760	C0027651	Binding
C1366477	C0003323	C1302853	Binding
C1366477	C0003323	C3472614	Binding
C1366477	C0003323	C0001418	Binding
C0003323	C1332717	C1302853	Binding
C0003323	C1332717	C3472614	Binding
C1366477	C1332717	C1302853	Binding
C1366477	C1332717	C3472614	Binding
C1332717	C1366477	C0001418	Binding
C0079459	C0079460	C2242826	Binding
C0021665	C0123707	C0027651	Binding
C0037663	C0017687	C0011854	Binding
C0040160	C1336679	C0020676	Binding
C1336679	C0034844	C0020676	Binding
C1413855	C1413858	C1837657	Binding
C0018061	C0001655	C0001430	Binding
C0018061	C0033371	C0001430	Binding
C0169964	C0033371	C0027651	Binding
C0040162	C0023607	C0346304	Binding
C0040162	C0023607	C0001430	Binding
C0016424	C0023607	C0346304	Binding
C0040162	C0016424	C0001430	Binding
C0076729	C0007082	C1306460	Binding
C0007082	C0032143	C1306460	Binding
C1414404	C0076729	C1306460	Increase
C1414404	C0032143	C1306460	Increase
C0021756	C0021755	C0333516	Decrease
C0079784	C0021755	C0333516	Decrease
C0021758	C0079460	C0333516	Binding
C0020835	C1456820	C0027651	Regulation
C0037663	C0021641	C0011860	Binding
C0526999	C0162832	C0032580	Binding
C0033362	C0021641	C0020459	Decrease
C0080058	C0206364	C0027651	Decrease
C0042071	C0032140	C0699790	Binding
C0085828	C0079904	C0333516	Binding
C1456820	C0085828	C0333516	Decrease
C0079904	C1456820	C0333516	Binding
C1522552	C0166059	C0027651	Regulation
C0164371	C1522552	C0027651	Binding
C0164371	C3178655	C0027651	Binding
C1456820	C0009630	C0027651	Decrease
C0132348	C1567060	C0003873	Increase
C1538440	C0285488	C0019061	Binding
C0243902	C1456377	C0002395	Binding
C1416745	C1426926	C0279682	Binding
C0138741	C1419380	C0600139	Decrease
C0080113	C0694889	C0035335	Decrease
C0021753	C1456820	C0002962	Increase
C0079633	C0021760	C0027051	Increase
C1456820	C0021760	C0002962	Binding
C0079633	C1456820	C0002962	Regulation
C0205666	C0003593	C0151744	Binding
C1439335	C0003593	C0151744	Binding
C0078058	C0087071	C1704272	Decrease
C1367342	C0078058	C0600139	Decrease
C0078058	C1367342	C2937421	Binding
C1367342	C0078058	C1704272	Decrease
C1420441	C0165519	C1704272	Binding
C1420441	C2677316	C0600139	Binding
C2677316	C1420441	C1704272	Binding
C0080055	C0014239	C1306459	Binding
C0165519	C0074479	C0027651	Increase
C0623362	C0165519	C0027651	Binding
C0666361	C0021755	C0027651	Decrease
C0006560	C0021760	C0031099	Increase
C0006560	C0389071	C0028754	Binding
C0021641	C0006560	C0524620	Binding
C0077063	C0019643	C1306459	Binding
C0021753	C1456820	C0162309	Decrease
C0030190	C0038432	C0011881	Decrease
C0210995	C0069906	C0678222	Increase
C1412077	C1332002	C0678222	Binding
C1412077	C0210995	C0678222	Binding
C0079413	C0034789	C0023473	Regulation
C1418251	C1412097	C0023473	Binding
C0041249	C0250029	C3887980	Binding
C0215991	C0167627	C0027651	Regulation
C1321919	C0003323	C0027651	Binding
C0003323	C0754728	C0027651	Binding
C0753253	C0075742	C0026764	Binding
C0062534	C0021760	C1527249	Binding
C1826560	C1422841	C1458155	Binding
C0249880	C0525037	C1306460	Decrease
C1419285	C0249880	C0032580	Decrease
C0525037	C1419285	C0032580	Binding
C1418520	C1332002	C0023467	Increase
C0069515	C1418508	C1458155	Binding
C0069515	C0015683	C1458155	Binding
C0018847	C0069515	C1458155	Binding
C0069515	C1418508	C0678222	Binding
C0015683	C0069515	C0678222	Decrease
C0288472	C0385333	C0023418	Increase
C0288472	C0385333	C0268381	Binding
C0078058	C0147080	C0268381	Binding
C0054968	C0054953	C0023467	Binding
C0966831	C0219474	C0024790	Binding
C4042483	C0966831	C0024790	Binding
C4042483	C0219474	C0024790	Binding
C0245662	C0966831	C0024790	Binding
C4042483	C0245662	C0024790	Binding
C0219474	C0245662	C0024790	Binding
C0040083	C0040085	C0027651	Increase
C0040085	C0058126	C0027651	Binding
C0057455	C0040085	C0027651	Binding
C1366824	C0040083	C0027651	Binding
C1366824	C0058126	C0027651	Regulation
C0057455	C1366824	C0027651	Binding
C0021760	C1456820	C0085605	Increase
C3652465	C0021747	C0524909	Decrease
C0019167	C0021747	C0151517	Binding
C0001899	C0019167	C0151517	Binding
C0085295	C1456820	C0432306	Binding
C0389071	C0021641	C0085580	Increase
C0021755	C0006560	C0027651	Regulation
C1367673	C0006560	C0017181	Regulation
C0085295	C0006560	C0017181	Increase
C0021756	C3487299	C0027651	Binding
C0123759	C0021756	C0007131	Binding
C0021756	C0383327	C0007131	Regulation
C0040688	C0021756	C0027651	Binding
C3487299	C0123759	C0027651	Binding
C0383327	C3487299	C0027651	Binding
C3487299	C0021758	C0027651	Binding
C0085295	C3487299	C0027651	Binding
C3487299	C1704256	C0027651	Binding
C0021755	C3487299	C0027651	Binding
C0079460	C3487299	C0027651	Binding
C0040688	C3487299	C0027651	Binding
C0383327	C0123759	C0007131	Decrease
C1704256	C0123759	C0027651	Binding
C0123759	C0021757	C0027651	Binding
C0040688	C0123759	C0027651	Binding
C0021758	C1699801	C0027651	Binding
C1699801	C0021757	C0027651	Binding
C0079633	C1699801	C0027651	Binding
C0079460	C1699801	C0027651	Decrease
C0383327	C1704256	C0027651	Binding
C0383327	C0021755	C0027651	Binding
C0079460	C0383327	C0027651	Binding
C0040688	C0383327	C0027651	Binding
C0085295	C0021758	C0007131	Decrease
C0021758	C1704256	C0007131	Regulation
C0040688	C0021758	C0027651	Decrease
C0085295	C1704256	C0007131	Regulation
C1456820	C0085295	C0007131	Regulation
C0040688	C0085295	C0027651	Decrease
C0040688	C1704256	C0027651	Binding
C0040688	C0079633	C0027651	Decrease
C0033634	C0021756	C0032000	Decrease
C0105421	C0656342	C0023473	Decrease
C0694872	C0042172	C0027651	Binding
C0143146	C1538038	C0001418	Binding
C1414471	C0054953	C0027651	Decrease
C0020861	C0020852	C0026769	Binding
C0020835	C0020861	C0026769	Regulation
C1366370	C0040018	C0042974	Decrease
C0005149	C0021745	C0027651	Decrease
C0010287	C0022917	C0027651	Decrease
C0038838	C0007367	C0029408	Regulation
C0023610	C0018061	C0027651	Decrease
C0018061	C0023610	C0001430	Binding
C0040160	C0037663	C0020550	Decrease
C0003009	C0027481	C0152451	Decrease
C0027481	C0003779	C0152451	Increase
C0027481	C0138318	C0152451	Increase
C0035448	C0006560	C0002893	Decrease
C0003323	C0009325	C0003864	Decrease
C0034821	C0023823	C0020443	Binding
C0021755	C0015980	C0027651	Binding
C0760170	C0312402	C0007097	Binding
C0076560	C0022984	C0042974	Decrease
C0020861	C0019168	C0019163	Binding
C0032145	C0032143	C1956346	Regulation
C0032143	C0015982	C0155626	Decrease
C0020852	C0020835	C0019159	Binding
C0006610	C0007082	C1140680	Decrease
C0041368	C0019630	C0027651	Regulation
C0024518	C0019630	C0027651	Increase
C0006668	C1527123	C0238462	Regulation
C0021641	C0034818	C2239176	Binding
C1412501	C0003323	C0001175	Binding
C0019046	C0019018	C0271650	Decrease
C0019018	C0021641	C0011860	Binding
C0023821	C0023823	C0011849	Increase
C0019168	C0002191	C0019159	Decrease
C0002191	C0019166	C0019159	Increase
C0019166	C0019168	C0520463	Binding
C0019168	C0019166	C1623038	Decrease
C0019166	C0019168	C0023895	Binding
C0023610	C0023607	C0020514	Binding
C0021757	C0600251	C0027651	Binding
C0079784	C0021756	C0027651	Binding
C0021757	C0002199	C0027651	Regulation
C0021740	C0002199	C0027651	Regulation
C0021665	C0016026	C0027651	Decrease
C0034790	C1366477	C0027651	Binding
C1366477	C0034790	C2239176	Regulation
C0019629	C0063695	C0027651	Decrease
C0021745	C1538265	C0027651	Binding
C0034790	C0021745	C0027651	Decrease
C0034790	C0108779	C0027651	Binding
C0021760	C0001655	C0032000	Binding
C0021760	C0001655	C0001430	Binding
C0004434	C0021760	C0032000	Binding
C0021760	C0004434	C0001430	Binding
C0004434	C0021760	C0027651	Binding
C0005575	C0021760	C0032000	Binding
C0021760	C0005575	C0001430	Binding
C0005575	C0021760	C0027651	Binding
C0027021	C0021760	C0032000	Binding
C0027021	C0021760	C0001430	Binding
C0037663	C0021760	C0032000	Binding
C0021760	C0037663	C0001430	Binding
C0021760	C0033371	C0032000	Increase
C0021760	C0033371	C0001430	Binding
C0037663	C0001655	C0033375	Binding
C0001655	C0033371	C0033375	Binding
C0033371	C0021665	C0027651	Increase
C0037663	C0021665	C0032019	Binding
C0021756	C1701061	C0027651	Decrease
C0079460	C0010711	C0023467	Binding
C0021760	C0079459	C0023470	Decrease
C0079460	C1701061	C0333516	Increase
C1363984	C1335296	C0023467	Regulation
C0021757	C0041368	C0023467	Binding
C0041368	C0079460	C0023467	Binding
C0079460	C0009392	C0027651	Binding
C1332717	C0021745	C0019693	Increase
C0021745	C0003323	C0019693	Binding
C3539768	C0031667	C0001339	Binding
C0115305	C0063695	C1861821	Decrease
C0063695	C0078056	C1861821	Regulation
C0078056	C0115305	C1861821	Increase
C0021641	C0036883	C0028754	Decrease
C1414404	C1880904	C0022336	Decrease
C0016006	C0038418	C0155626	Binding
C0040018	C0038418	C0155626	Binding
C0040018	C0016006	C0155626	Binding
C0006772	C0769224	C0022116	Regulation
C0032140	C0608663	C0017181	Regulation
C0032140	C0061472	C0017181	Binding
C0061472	C0016016	C0017181	Regulation
C0032140	C0016016	C0017181	Regulation
C0061472	C0608663	C0017181	Regulation
C0027021	C0054952	C0023467	Binding
C0108748	C0054943	C0023467	Decrease
C0108773	C0054943	C0023467	Increase
C0108748	C0108768	C0023467	Binding
C0108768	C0108773	C0023467	Regulation
C0108748	C0054952	C0023467	Decrease
C0054952	C0108773	C0023467	Regulation
C0108748	C0108773	C0023467	Regulation
C0108779	C0108748	C0023467	Increase
C0023821	C0023816	C0020474	Regulation
C0020852	C0020861	C0041327	Binding
C0079459	C0021745	C0175697	Decrease
C0021760	C0041368	C0003864	Decrease
C0021760	C0079633	C0003864	Decrease
C3178655	C0172537	C1306460	Increase
C0063695	C0078056	C0333516	Binding
C0016055	C0055023	C0027651	Increase
C0020852	C0020861	C0040034	Decrease
C0021755	C0021758	C0023467	Decrease
C0041368	C0021758	C0023467	Decrease
C1456820	C0021745	C0276622	Increase
C1456820	C0023810	C0023467	Binding
C1456820	C0021745	C0023467	Binding
C0017151	C0036534	C0043515	Binding
C0021641	C0038432	C0011849	Binding
C0019737	C0019728	C0027651	Increase
C1420175	C0021641	C0011860	Decrease
C0021745	C0063695	C0333516	Binding
C0078056	C0021745	C0333516	Increase
C0021760	C1456820	C0001849	Regulation
C0018061	C0733758	C0271623	Regulation
C1412994	C0022917	C0003507	Increase
C0021745	C3652465	C0333516	Binding
C0002302	C1456820	C0175697	Increase
C0002302	C1456820	C0027651	Increase
C0206364	C0027752	C0031511	Binding
C0059385	C0059386	C3714602	Decrease
C0019167	C0019166	C0019189	Binding
C0019167	C0019166	C0149519	Increase
C0020835	C0020852	C0396059	Binding
C0010132	C0001655	C0032019	Decrease
C0079633	C0079460	C0175697	Increase
C1412471	C0003593	C1862596	Binding
C0023823	C0003593	C0010068	Binding
C0016006	C0032143	C1956346	Binding
C0003438	C0016006	C1956346	Binding
C0016006	C0015982	C0004153	Decrease
C0008328	C0034791	C0346647	Binding
C0017151	C0055633	C0027651	Binding
C0001924	C0020063	C0020437	Decrease
C0023607	C0033371	C0024141	Binding
C0034802	C0069515	C0677886	Binding
C0080055	C0079419	C0001430	Increase
C1456820	C0021753	C0149516	Binding
C0023822	C0023824	C0020557	Regulation
C0001899	C0369334	C0019159	Regulation
C0020835	C0020852	C0013595	Regulation
C0016016	C0040018	C0011849	Regulation
C0138318	C0003779	C0008928	Binding
C0034819	C0021756	C0017661	Decrease
C0021756	C0020835	C0017661	Binding
C0034819	C0020835	C0017661	Increase
C0031858	C0034819	C0017661	Increase
C0020835	C0031858	C0017661	Decrease
C0040160	C0037663	C0020615	Regulation
C0040162	C0037663	C0020615	Binding
C0040160	C0033371	C0020615	Binding
C0021760	C0007082	C0027651	Regulation
C0027758	C0017626	C0017638	Regulation
C0002059	C0022917	C0027726	Regulation
C0022917	C0010287	C1840321	Regulation
C0245726	C0061671	C0040015	Binding
C0014063	C0069428	C0026269	Decrease
C0021760	C1456820	C0011884	Binding
C0027758	C0042666	C0008487	Increase
C0077404	C0041070	C0027051	Increase
C0169101	C0752312	C3263719	Binding
C0752312	C0027752	C3263719	Binding
C0079459	C0021755	C0175697	Increase
C0035654	C0042971	C0042974	Binding
C0007841	C0001924	C1335499	Increase
C0010531	C0033634	C0700095	Binding
C0054950	C0108779	C0027651	Regulation
C0003323	C0054950	C0027651	Decrease
C0079259	C0675739	C0013264	Decrease
C1332717	C0003323	C4021753	Binding
C0023139	C0080113	C0027651	Regulation
C0080055	C0031669	C0206624	Decrease
C0001655	C0021753	C0027651	Increase
C1456820	C0021760	C1140680	Binding
C0021745	C0034802	C1140680	Increase
C1615518	C0030190	C0018553	Regulation
C1414945	C1456820	C0175697	Binding
C1414945	C0041368	C0175697	Decrease
C0021755	C0019605	C0175697	Regulation
C0041368	C0019605	C0175697	Regulation
C0017713	C0021641	C0011860	Binding
C0021745	C0003250	C0027651	Regulation
C0023823	C0003593	C2316810	Regulation
C0003438	C0016006	C0022595	Decrease
C0003438	C0016006	C0027051	Decrease
C0032140	C0042971	C0042974	Binding
C0042971	C0032143	C0027051	Binding
C0063695	C0078056	C0025202	Increase
C0085219	C0016712	C0019693	Increase
C0526999	C1366487	C0001430	Regulation
C0022917	C0010287	C0026848	Decrease
C0021760	C0079633	C0007097	Regulation
C0001924	C2362049	C0011881	Binding
C0001924	C2362049	C0022658	Increase
C0021641	C2362049	C0011881	Decrease
C0728810	C0001044	C0002395	Binding
C0001044	C0008429	C0002395	Increase
C1412756	C0728810	C0002395	Binding
C0021757	C0031858	C0002874	Increase
C0244989	C0752312	C3263719	Decrease
C0169101	C0211705	C3263719	Regulation
C2986710	C0760170	C0023487	Increase
C0021760	C0021756	C0036421	Regulation
C0021760	C0021758	C0036421	Regulation
C0123707	C0021665	C2316810	Regulation
C0021665	C0123707	C1096903	Increase
C1522552	C3178655	C0007097	Decrease
C0069535	C0021753	C0027651	Binding
C0016006	C0040048	C0042974	Binding
C0040048	C0015506	C0042974	Regulation
C0003438	C0040048	C0042974	Binding
C0020861	C0020852	C0003864	Binding
C0001347	C0085151	C2936349	Regulation
C1366557	C0080222	C0027651	Decrease
C1456820	C3652465	C0333516	Binding
C1456820	C0029419	C0027651	Increase
C0079280	C0242275	C0699790	Binding
C0042971	C0032143	C0042373	Increase
C0042971	C0032143	C0036421	Increase
C0079633	C0065904	C0025202	Binding
C0020852	C0020846	C0013595	Increase
C0069906	C0290741	C0023418	Regulation
C0017786	C0004002	C0017097	Binding
C0021760	C0021753	C0242994	Binding
C0021753	C0021760	C0085292	Increase
C1456820	C0021753	C0242994	Binding
C0021753	C1456820	C0085292	Increase
C1456820	C0021760	C0242994	Decrease
C1456820	C0021760	C0085292	Decrease
C0021760	C0078058	C0271051	Binding
C0023610	C0034811	C0027651	Binding
C0034811	C0023610	C0025202	Decrease
C0030069	C0057437	C0242184	Decrease
C1333340	C1414305	C0699791	Binding
C1414306	C1333340	C0699791	Binding
C1414305	C1414306	C0699791	Binding
C0033551	C1565860	C0029408	Decrease
C1533698	C0132555	C0029408	Binding
C0063695	C0115305	C0011881	Binding
C1335809	C0063695	C0011881	Binding
C0040690	C1530358	C0007097	Binding
C1456820	C0021745	C0013595	Increase
C0014822	C0019046	C0017181	Binding
C0006560	C0016006	C0017181	Binding
C0078058	C0069515	C0006142	Increase
C0253023	C0015683	C0007102	Binding
C0253023	C0015683	C0009324	Binding
C0165519	C1522552	C0034067	Binding
C1456820	C0015683	C0175697	Binding
C0040679	C0042071	C1306459	Binding
C0040679	C0164707	C1306459	Binding
C0376277	C0040679	C1306459	Binding
C0376277	C0040679	C0086692	Binding
C0376277	C0164707	C1306459	Binding
C0314684	C4042483	C0699791	Binding
C0314684	C0080055	C0699791	Binding
C0172537	C3178655	C0699885	Regulation
C0022709	C0034787	C1565489	Binding
C0752312	C1456820	C0175697	Binding
C0128897	C0021760	C0003864	Regulation
C0949751	C0003595	C0002395	Binding
C1336648	C0248554	C0004364	Binding
C1456820	C0079460	C0003864	Binding
C0078058	C0172537	C0919267	Binding
C0007082	C0289863	C1306460	Increase
C0289863	C1414404	C1306460	Increase
C0021758	C0021745	C0432215	Regulation
C0021745	C0123759	C0432215	Binding
C0072108	C0078058	C0152013	Binding
C0072108	C0078058	C0027651	Binding
C0080055	C3849882	C0027651	Decrease
C4042483	C0078058	C0027651	Decrease
C3849882	C0378796	C0027651	Increase
C0245109	C0021753	C0009324	Binding
C0169665	C0111429	C0268381	Binding
C1098093	C0087071	C0018553	Binding
C0079184	C0376622	C0023418	Binding
C0079184	C0376622	C0268381	Decrease
C0256022	C0079184	C0023418	Binding
C0079184	C0035379	C0023418	Binding
C0376562	C0010711	C0024299	Binding
C1414968	C2981622	C0002395	Binding
C1414968	C2981622	C3665488	Binding
C1414968	C2981622	C0017181	Binding
C1414968	C1455438	C0002395	Binding
C1414968	C1455438	C3665488	Binding
C1455438	C1414968	C0017181	Binding
C0385242	C0041368	C2239176	Increase
C0752312	C1120843	C0017638	Binding
C0752312	C1120843	C0017636	Binding
C0025543	C0752312	C0017638	Binding
C0022709	C0003323	C0036202	Binding
C0022709	C1332717	C0036202	Regulation
C1420307	C0038838	C1306459	Binding
C0115305	C0242565	C0027651	Increase
C0021760	C0242565	C0027651	Binding
C0021760	C0115305	C0027651	Binding
C0077503	C0079904	C0333516	Decrease
C0000379	C0017817	C0017181	Decrease
C0000379	C0017822	C0017181	Decrease
C0002059	C0312399	C1306460	Binding
C0002059	C0029419	C1306460	Binding
C1412791	C0002059	C1306460	Binding
C0042971	C0006560	C0028754	Decrease
C1325331	C0207071	C0023418	Binding
C0148199	C0078058	C0023467	Binding
C0148199	C0033681	C0023467	Binding
C0033681	C0078058	C0023467	Binding
C0027481	C0054015	C1510586	Binding
C0387583	C1565860	C0001418	Binding
C0041368	C0036002	C0162309	Binding
C0105770	C0526999	C0001430	Regulation
C4042483	C0249197	C0027651	Regulation
C0021665	C0123707	C0678222	Binding
C3887647	C0041368	C0333516	Regulation
C0380603	C0002721	C0002395	Binding
C0085401	C0009392	C0002395	Binding
C0253023	C0015683	C0024141	Binding
C1456820	C0021760	C0004239	Binding
C1456820	C0021753	C0004239	Increase
C1456820	C0021756	C0685938	Binding
C0021756	C0021760	C0685938	Binding
C0021760	C1456820	C0685938	Binding
C0243982	C0282587	C0027651	Binding
C0023764	C0021760	C0027651	Binding
C1436327	C4082178	C0027651	Binding
C0032145	C0042071	C0678222	Increase
C0022478	C0138741	C0600139	Binding
C0076726	C0138741	C0027651	Binding
C0138741	C0618743	C0034341	Binding
